species	chrom	size	ratio_inter_intra
Emontana	scaffold_15	19803385	34.5679
Emontana	scaffold_16	19650414	35.5296
Emontana	scaffold_17	19150571	36.5117
Emontana	scaffold_18	19050091	37.4567
Emontana	scaffold_19	18386664	37.9331
Emontana	scaffold_2	43354699	8.6978
Emontana	scaffold_20	18320768	38.2571
Emontana	scaffold_21	18307894	39.1585
Emontana	scaffold_22	18149866	38.6356
Emontana	scaffold_23	17819820	39.3942
Emontana	scaffold_24	55063271	1413.3333
Emontana	scaffold_3	27318707	24.7571
Emontana	scaffold_4	17211017	987.3333
Emontana	scaffold_5	23748086	28.6945
Emontana	scaffold_6	23429930	28.3974
Emontana	scaffold_7	23017939	29.8715
Emontana	scaffold_8	22822425	31.0052
Emontana	scaffold_9	21705891	31.8485
Epalarica	scaffold_1	60994940	4.9666
Epalarica	scaffold_10	28167332	10.736
Epalarica	scaffold_11	27179420	10.7883
Epalarica	scaffold_12	21946929	14.4997
Epalarica	scaffold_13	19513606	16.3606
Epalarica	scaffold_14	38475398	4.1511
Epalarica	scaffold_2	40040376	7.8545
Epalarica	scaffold_3	39449659	7.7047
Epalarica	scaffold_4	38725888	7.9716
Epalarica	scaffold_5	38441827	7.4012
Epalarica	scaffold_6	37589252	7.5252
Epalarica	scaffold_7	35708389	8.0716
Epalarica	scaffold_8	33126904	8.7723
Epalarica	scaffold_9	32806551	9.2422
Epharte	scaffold_1	52413556	2.6595
Epharte	scaffold_10	26035223	4.4974
Epharte	scaffold_11	25307695	4.3133
Epharte	scaffold_12	23822308	4.1229
Epharte	scaffold_13	23073855	3.7715
Epharte	scaffold_14	22279309	4.6291
Epharte	scaffold_15	22237770	4.6571
Epharte	scaffold_16	21954000	4.5507
Epharte	scaffold_17	20886907	4.7411
Epharte	scaffold_18	20007726	4.7589
Epharte	scaffold_19	14232310	31.0165
Epharte	scaffold_2	47123949	2.1948
Epharte	scaffold_20	45878109	1.7613
Epharte	scaffold_3	46896807	2.3778
Epharte	scaffold_4	44688408	1.9819
Epharte	scaffold_5	36961194	3.0682
Epharte	scaffold_6	31789520	2.6952
Epharte	scaffold_7	31301275	2.9789
Epharte	scaffold_8	26795191	4.14
Epharte	scaffold_9	26542002	4.2942
Epronoe	scaffold_1	47411227	2.945
Epronoe	scaffold_10	21469662	6.4553
Epronoe	scaffold_11	21178924	6.3553
Epronoe	scaffold_12	20755659	6.4441
Epronoe	scaffold_13	20556365	6.2582
Epronoe	scaffold_14	20506088	6.116
Epronoe	scaffold_15	19245502	6.5371
Epronoe	scaffold_16	18666816	6.4549
Epronoe	scaffold_17	17704071	7.0741
Epronoe	scaffold_18	17557418	6.6505
Epronoe	scaffold_19	16965991	7.1858
Epronoe	scaffold_2	17065987	257.9615
Epronoe	scaffold_20	15821784	7.4849
Epronoe	scaffold_21	54184949	3.1754
Epronoe	scaffold_3	36587827	3.8295
Epronoe	scaffold_4	2261074	631.125
Epronoe	scaffold_5	33944381	3.7594
Epronoe	scaffold_6	28829634	3.7513
Epronoe	scaffold_7	28767020	6.0703
Epronoe	scaffold_8	24637291	4.8068
Epronoe	scaffold_9	22117330	6.0058
Erondoui	scaffold_1	40408948	15.7305
Erondoui	scaffold_10	21931164	29.7618
Erondoui	scaffold_11	21914109	29.5924
Erondoui	scaffold_12	21364430	31.7414
Erondoui	scaffold_13	21281151	31.3275
Erondoui	scaffold_14	20590983	32.1932
Erondoui	scaffold_15	19878230	34.0131
Erondoui	scaffold_16	19390926	34.3994
Erondoui	scaffold_17	19003848	33.9565
Erondoui	scaffold_18	18890383	39.6279
Erondoui	scaffold_19	18708681	37.6256
Erondoui	scaffold_2	41642526	8.5114
Erondoui	scaffold_20	18700701	35.4354
Erondoui	scaffold_21	16992249	38.9124
Erondoui	scaffold_22	16958059	39.91
Erondoui	scaffold_23	16833884	39.89
Erondoui	scaffold_24	16317624	40.6726
Erondoui	scaffold_25	56273424	NA
Erondoui	scaffold_3	27588679	22.9375
Erondoui	scaffold_4	20222338	19.1681
Erondoui	scaffold_5	26870336	24.5652
Erondoui	scaffold_6	24003460	27.0236
Erondoui	scaffold_7	23500299	28.3226
Erondoui	scaffold_8	23440371	27.3722
Erondoui	scaffold_9	22160684	30.0198
Estirius	scaffold_1	51990491	5.1186
Estirius	scaffold_10	20737970	17.0434
Estirius	scaffold_11	20516245	16.4161
Estirius	scaffold_12	20291975	16.8705
Estirius	scaffold_13	20045803	16.7635
Estirius	scaffold_14	18781425	18.5082
Estirius	scaffold_15	18780182	18.1089
Estirius	scaffold_16	18455658	19.189
Estirius	scaffold_17	18290715	19.0917
Estirius	scaffold_18	17634725	19.6241
Estirius	scaffold_19	17403029	19.875
Estirius	scaffold_2	36659306	8.629
Estirius	scaffold_20	17299396	20.2131
Estirius	scaffold_21	41839826	7.5537
Estirius	scaffold_3	35468131	9.4977
Estirius	scaffold_4	26699901	12.0186
Estirius	scaffold_5	22973296	14.1095
Estirius	scaffold_6	22871853	16.3777
Estirius	scaffold_7	22816537	15.018
Estirius	scaffold_8	22439802	15.7487
Estirius	scaffold_9	21068881	15.9115
Esudetica	scaffold_1	35396985	19.097
Esudetica	scaffold_10	20456478	36.1712
Esudetica	scaffold_11	20144352	36.5835
Esudetica	scaffold_12	19376561	37.5463
Esudetica	scaffold_13	18527202	39.7559
Esudetica	scaffold_14	18184640	42.2875
Esudetica	scaffold_15	17626228	42.4241
Esudetica	scaffold_16	17608161	41.4459
Esudetica	scaffold_17	17180277	43.3302
Esudetica	scaffold_18	16539069	45.3429
Esudetica	scaffold_19	16427839	46.3315
Esudetica	scaffold_2	33670851	19.3872
Esudetica	scaffold_20	12884826	NA
Esudetica	scaffold_21	48141069	9.9903
Esudetica	scaffold_3	33226743	19.7785
Esudetica	scaffold_4	28400126	23.788
Esudetica	scaffold_5	26950899	25.4515
Esudetica	scaffold_6	22049453	34.0555
Esudetica	scaffold_7	21653022	33.6682
Esudetica	scaffold_8	20722186	34.5356
Esudetica	scaffold_9	20683909	34.7998
Etriaria	scaffold_1	43407408	14.2055
Etriaria	scaffold_10	28086938	23.5601
Etriaria	scaffold_11	27220022	24.1541
Etriaria	scaffold_12	24095629	27.9339
Etriaria	scaffold_13	21201177	34.3742
Etriaria	scaffold_14	20237924	34.3042
Etriaria	scaffold_15	20173468	33.8575
Etriaria	scaffold_16	19824010	35.3709
Etriaria	scaffold_17	52355061	NA
Etriaria	scaffold_2	39685343	10.3236
Etriaria	scaffold_3	38088995	16.3266
Etriaria	scaffold_4	17289309	26.7062
Etriaria	scaffold_5	35537013	17.6415
Etriaria	scaffold_6	33992501	18.646
Etriaria	scaffold_7	33970816	18.1001
Etriaria	scaffold_8	33388221	18.9884
Etriaria	scaffold_9	31178744	21.1689
